Step,TimeStamp,AvgEnergy,NoBoids,NoFoodSources,TotalFoodAvailable,Polarization,Expanse
416,24960.56,419.6776,25,1,450.0047,0.4542957,0.7184159
417,25020.56,419.7634,25,1,450.0047,0.4606191,0.6638284
418,25080.56,419.8491,25,1,450.0047,0.4769026,0.6815873
419,25140.56,419.9349,25,1,450.0047,0.4228421,0.5167079
420,25200.56,420.0207,25,1,450.0047,0.4110627,1.064174
421,25260.56,420.1064,25,1,450.0047,0.4544401,1.075787
422,25320.56,420.1922,25,1,450.0047,0.4545604,0.769065
423,25380.56,420.2779,25,1,450.0047,0.4324906,0.4492133
424,25440.56,420.3637,25,1,450.0047,0.4697978,0.5223792
425,25500.56,420.4495,25,1,450.0047,0.4650145,0.6254144
426,25560.56,420.5352,25,1,450.0047,0.4776164,0.5225736
427,25620.56,420.621,25,1,450.0047,0.4918136,1.009595
428,25680.56,420.7068,25,1,450.0047,0.4827544,0.8371825
429,25740.56,420.7925,25,1,450.0047,0.4589314,0.6125318
430,25800.56,420.8783,25,1,450.0047,0.4640436,0.8013985
431,25860.56,420.9641,25,1,450.0047,0.4897587,0.5862504
432,25920.56,421.0498,25,1,450.0047,0.4532425,0.8557282
433,25980.56,421.1356,25,1,450.0047,0.4678281,0.839478
434,26040.56,421.2213,25,1,450.0047,0.4748796,0.7464384
435,26100.56,421.3071,25,1,450.0047,0.4658511,0.7979286
436,26160.56,421.3929,25,1,450.0047,0.4613835,0.5198481
437,26220.56,421.4786,25,1,450.0047,0.479421,0.8187501
438,26280.56,421.5644,25,1,450.0047,0.4599195,0.9421685
439,26340.56,421.6501,25,1,450.0047,0.4887635,0.8239207
440,26400.56,421.7359,25,1,450.0047,0.4524663,0.7390511
441,26460.56,421.8217,25,1,450.0047,0.4660276,0.834483
442,26520.56,421.9074,25,1,450.0047,0.4889085,0.6568105
443,26580.56,421.9932,25,1,450.0047,0.4220201,0.6403604
444,26640.56,422.079,25,1,450.0047,0.4502947,0.7709651
445,26700.56,422.1647,25,1,450.0047,0.4576601,0.7189243
446,26760.56,422.2505,25,1,450.0047,0.4423837,0.6834774
447,26820.56,422.3363,25,1,450.0047,0.4740879,0.9088321
448,26880.56,422.422,25,1,450.0047,0.4834279,0.4282877
449,26940.56,422.5078,25,1,450.0047,0.4906577,0.8912068
450,27000.56,422.5936,25,1,450.0047,0.3662506,0.7135571
451,27060.56,422.6793,25,1,450.0047,0.4375009,0.6368299
452,27122.04,422.7651,25,1,450.0047,0.4624612,0.9480479
453,27182.04,422.8509,25,1,450.0047,0.4670025,0.702756
454,27242.04,422.9366,25,1,450.0047,0.457029,0.6192694
455,27302.04,423.0224,25,1,450.0047,0.4914902,0.5605758
456,27362.04,423.1082,25,1,450.0047,0.45089,0.6990408
457,27422.04,423.1939,25,1,450.0047,0.4689544,1.293079
458,27482.04,423.2797,25,1,450.0047,0.4867924,1.016894
459,27542.04,423.3654,25,1,450.0047,0.4206727,0.8127472
460,27602.04,423.4512,25,1,450.0047,0.3863316,0.6746584
461,27662.04,423.537,25,1,450.0047,0.4779546,0.9579321
462,27722.04,423.6227,25,1,450.0047,0.4675875,0.8037851
463,27782.04,423.7085,25,1,450.0047,0.4177105,0.9422536
464,27842.04,423.7943,25,1,450.0047,0.4421402,0.8840672
465,27902.04,423.88,25,1,450.0047,0.4962051,0.6239865
466,27962.04,423.9658,25,1,450.0047,0.4725572,0.4936309
467,28022.04,424.0515,25,1,450.0047,0.3212567,1.033444
468,28082.04,424.1373,25,1,450.0047,0.4307978,0.689945
469,28142.04,424.2231,25,1,450.0047,0.4896173,0.7440485
470,28202.04,424.3088,25,1,450.0047,0.478967,0.7719522
471,28262.04,424.3946,25,1,450.0047,0.4460047,0.7975011
472,28322.04,424.4804,25,1,450.0047,0.4923774,0.6243345
473,28382.04,424.5661,25,1,450.0047,0.4728113,0.9354961
474,28442.04,424.6519,25,1,450.0047,0.4468689,0.8400385
475,28502.04,424.7377,25,1,450.0047,0.4832944,0.899686
476,28562.04,424.8234,25,1,450.0047,0.4608013,0.7168072
477,28622.04,424.9092,25,1,450.0047,0.4822369,0.6141552
478,28682.04,424.995,25,1,450.0047,0.4816946,0.7862475
479,28742.04,425.0807,25,1,450.0047,0.4608806,0.728553
480,28802.04,425.1665,25,1,450.0047,0.4511982,0.4794684
481,28862.04,425.2522,25,1,450.0047,0.4882873,0.7599804
482,28922.04,425.338,25,1,450.0047,0.444571,0.9082525
483,28982.04,425.4238,25,1,450.0047,0.4253794,0.940904
484,29042.04,425.5095,25,1,450.0047,0.4654141,0.9940038
485,29102.04,425.5953,25,1,450.0047,0.4517878,0.6716353
486,29162.04,425.6811,25,1,450.0047,0.4956756,0.4695019
487,29222.04,425.7668,25,1,450.0047,0.4743873,0.9519858
488,29282.04,425.8526,25,1,450.0047,0.4761795,0.6204823
489,29342.04,425.9384,25,1,450.0047,0.4244116,1.044702
490,29402.04,426.0241,25,1,450.0047,0.4398389,0.6186101
491,29462.04,426.1099,25,1,450.0047,0.4137462,1.23343
492,29522.04,426.1956,25,1,450.0047,0.4681725,0.6121512
493,29582.04,426.2814,25,1,450.0047,0.4522701,0.9288482
494,29642.04,426.3672,25,1,450.0047,0.4450542,0.585064
495,29702.04,426.4529,25,1,450.0047,0.4876683,0.9769099
496,29762.04,426.5387,25,1,450.0047,0.4593533,0.6477157
497,29822.04,426.6245,25,1,450.0047,0.4742926,0.751754
498,29882.04,426.7102,25,1,450.0047,0.4322278,0.9589311
499,29942.04,426.796,25,1,450.0047,0.4937316,0.5544857
500,30002.04,426.8817,25,1,450.0047,0.4436829,0.5889555
501,30062.04,426.9675,25,1,450.0047,0.4742095,0.9973627
502,30122.04,427.0533,25,1,450.0047,0.4783807,1.030186
503,30182.04,427.139,25,1,450.0047,0.4901816,1.072656
504,30242.04,427.2248,25,1,450.0047,0.4807634,0.6939
505,30302.04,427.3106,25,1,450.0047,0.4879784,0.4361066
506,30362.04,427.3963,25,1,450.0047,0.4987769,1.04423
507,30422.04,427.4821,25,1,450.0047,0.489864,1.136604
508,30482.04,427.5679,25,1,450.0047,0.4894166,0.5834259
509,30542.04,427.6536,25,1,450.0047,0.440733,0.4938878
510,30602.04,427.7394,25,1,450.0047,0.4477917,0.81744
511,30662.04,427.8252,25,1,450.0047,0.406459,0.7615365
512,30722.04,427.9109,25,1,450.0047,0.451331,1.044471
513,30782.04,427.9967,25,1,450.0047,0.4765084,0.6531509
514,30842.04,428.0825,25,1,450.0047,0.4724903,0.6753181
515,30902.04,428.1682,25,1,450.0047,0.4552512,0.688797
516,30962.04,428.254,25,1,450.0047,0.4564388,0.5971543
517,31022.04,428.3398,25,1,450.0047,0.4893812,0.7245461
518,31082.04,428.4255,25,1,450.0047,0.4969543,0.541819
519,31142.04,428.5113,25,1,450.0047,0.4718271,0.6856899
520,31202.04,428.597,25,1,450.0047,0.4941855,0.7664449
521,31262.04,428.6828,25,1,450.0047,0.4548246,0.9547587
522,31322.04,428.7686,25,1,450.0047,0.475952,0.6553236
523,31382.04,428.8543,25,1,450.0047,0.4720459,0.8505447
524,31442.04,428.9401,25,1,450.0047,0.4842266,1.042439
525,31502.04,429.0258,25,1,450.0047,0.4677932,0.4659494
526,31562.04,429.1116,25,1,450.0047,0.41362,0.8126561
527,31622.04,429.1974,25,1,450.0047,0.4650843,0.5376123
528,31682.04,429.2831,25,1,450.0047,0.4879853,0.5633415
529,31742.04,429.3689,25,1,450.0047,0.4980048,0.9236641
530,31802.04,429.4547,25,1,450.0047,0.4616444,0.834105
531,31862.04,429.5404,25,1,450.0047,0.4739117,0.7309515
532,31922.04,429.6262,25,1,450.0047,0.4620801,0.8388326
533,31982.04,429.712,25,1,450.0047,0.4506572,0.6131393
534,32042.04,429.7977,25,1,450.0047,0.4834186,0.6246327
535,32102.04,429.8835,25,1,450.0047,0.4444831,0.9120896
536,32162.04,429.9693,25,1,450.0047,0.4555013,0.966696
537,32222.04,430.055,25,1,450.0047,0.4663753,0.7496632
538,32282.04,430.1408,25,1,450.0047,0.4688912,0.6946687
539,32342.04,430.2266,25,1,450.0047,0.478536,0.7907884
540,32402.04,430.3123,25,1,450.0047,0.4135737,1.010878
541,32462.04,430.3981,25,1,450.0047,0.4622295,0.9535714
542,32522.04,430.4838,25,1,450.0047,0.4923865,0.5319479
543,32582.04,430.5696,25,1,450.0047,0.4838224,0.8407887
544,32642.04,430.6554,25,1,450.0047,0.4664221,0.797836
545,32702.04,430.7411,25,1,450.0047,0.4808356,0.5993943
546,32762.04,430.8269,25,1,450.0047,0.4892977,0.7252415
547,32822.04,430.9127,25,1,450.0047,0.4690932,0.7209985
548,32882.04,430.9984,25,1,450.0047,0.3746575,0.829042
549,32942.04,431.0842,25,1,450.0047,0.4671168,0.6906698
550,33002.04,431.17,25,1,450.0047,0.4848541,0.5926201
551,33062.04,431.2557,25,1,450.0047,0.4490594,0.7511761
552,33122.04,431.3415,25,1,450.0047,0.4945587,0.3810895
553,33182.04,431.4272,25,1,450.0047,0.481449,0.7698925
554,33242.04,431.513,25,1,450.0047,0.4763783,0.9659755
555,33302.04,431.5988,25,1,450.0047,0.4785659,0.7694506
556,33362.04,431.6845,25,1,450.0047,0.4808272,0.7637149
557,33422.04,431.7703,25,1,450.0047,0.491977,0.8707371
558,33482.04,431.856,25,1,450.0047,0.4800505,0.756093
559,33542.04,431.9418,25,1,450.0047,0.4959899,0.8021805
560,33602.04,432.0276,25,1,450.0047,0.4613706,0.922785
561,33662.04,432.1133,25,1,450.0047,0.4700778,0.9039028
562,33722.04,432.1991,25,1,450.0047,0.4666004,0.4917636
563,33782.04,432.2849,25,1,450.0047,0.4806103,0.8277389
564,33842.04,432.3706,25,1,450.0047,0.4758779,0.9058184
565,33902.04,432.4564,25,1,450.0047,0.4588401,0.9534852
566,33962.04,432.5422,25,1,450.0047,0.4537466,0.8101983
567,34022.04,432.6279,25,1,450.0047,0.4878948,0.5813466
568,34082.04,432.7137,25,1,450.0047,0.4763772,0.9494802
569,34142.04,432.7995,25,1,450.0047,0.488248,0.8342618
570,34202.04,432.8852,25,1,450.0047,0.450228,0.8900279
571,34262.04,432.971,25,1,450.0047,0.483585,0.7260216
572,34322.04,433.0568,25,1,450.0047,0.4683168,0.5741279
573,34382.04,433.1425,25,1,450.0047,0.4582148,0.9040152
574,34442.04,433.2283,25,1,450.0047,0.4891858,0.5580713
575,34502.04,433.3141,25,1,450.0047,0.4541998,1.169633
576,34562.04,433.3998,25,1,450.0047,0.477629,0.813255
577,34622.04,433.4856,25,1,450.0047,0.4451899,0.7365924
578,34682.04,433.5714,25,1,450.0047,0.4748363,0.9138857
579,34742.04,433.6571,25,1,450.0047,0.4806532,0.7947903
580,34802.04,433.7429,25,1,450.0047,0.4715353,1.04944
581,34862.04,433.8286,25,1,450.0047,0.4142587,0.4797037
582,34922.04,433.9144,25,1,450.0047,0.4450582,0.7774742
583,34982.04,434.0002,25,1,450.0047,0.4591912,0.6919436
584,35042.04,434.0859,25,1,450.0047,0.4830321,0.8664215
585,35102.04,434.1717,25,1,450.0047,0.4856897,0.5768226
586,35162.04,434.2574,25,1,450.0047,0.4562219,0.8561794
587,35222.04,434.3432,25,1,450.0047,0.4733719,0.9665214
588,35282.04,434.429,25,1,450.0047,0.4506976,0.8813579
589,35342.04,434.5147,25,1,450.0047,0.4345839,0.936049
590,35402.04,434.6005,25,1,450.0047,0.4719671,0.8251222
591,35462.04,434.6863,25,1,450.0047,0.4758961,0.9168589
592,35522.04,434.772,25,1,450.0047,0.441325,0.8093176
593,35582.04,434.8578,25,1,450.0047,0.4802047,0.6289926
594,35642.04,434.9436,25,1,450.0047,0.4050656,0.8031176
595,35702.04,435.0293,25,1,450.0047,0.4840585,0.5956637
596,35762.04,435.1151,25,1,450.0047,0.4594468,0.7978483
597,35822.04,435.2009,25,1,450.0047,0.4415845,0.6619552
598,35882.04,435.2866,25,1,450.0047,0.4981502,0.8688231
599,35942.04,435.3724,25,1,450.0047,0.4692112,0.7964768
600,36002.04,435.4582,25,1,450.0047,0.4278191,0.727599
601,36062.04,435.5439,25,1,450.0047,0.4937675,0.633515
602,36122.04,435.6297,25,1,450.0047,0.4206106,1.005906
603,36182.04,435.7154,25,1,450.0047,0.4689187,0.6901653
604,36242.04,435.8012,25,1,450.0047,0.4724734,1.024702
605,36302.04,435.887,25,1,450.0047,0.48444,0.7509847
606,36362.04,435.9727,25,1,450.0047,0.4411292,0.7259973
607,36422.04,436.0585,25,1,450.0047,0.4268638,0.874802
608,36482.04,436.1443,25,1,450.0047,0.4759161,0.8357574
609,36542.04,436.23,25,1,450.0047,0.491411,0.9335557
610,36602.04,436.3158,25,1,450.0047,0.3942149,0.8228845
611,36662.04,436.4016,25,1,450.0047,0.4399402,1.123868
612,36722.04,436.4873,25,1,450.0047,0.4729417,0.8363695
613,36782.04,436.5731,25,1,450.0047,0.4470116,0.8474543
614,36842.04,436.6588,25,1,450.0047,0.4860339,0.6984095
615,36902.04,436.7446,25,1,450.0047,0.4936857,0.8984636
616,36962.04,436.8304,25,1,450.0047,0.4746644,0.655982
617,37022.04,436.9161,25,1,450.0047,0.4653425,0.8116194
618,37082.04,437.0019,25,1,450.0047,0.4703816,0.7620771
619,37142.04,437.0876,25,1,450.0047,0.4703906,0.7074639
620,37202.04,437.1734,25,1,450.0047,0.4775403,0.585587
621,37262.04,437.2592,25,1,450.0047,0.4700498,0.8803382
622,37322.04,437.3449,25,1,450.0047,0.4923483,0.5933874
623,37382.04,437.4307,25,1,450.0047,0.4225729,0.9033902
624,37442.04,437.5165,25,1,450.0047,0.4814401,0.7477648
625,37502.04,437.6022,25,1,450.0047,0.4204272,0.7636196
626,37562.04,437.688,25,1,450.0047,0.4851629,0.6945929
627,37622.04,437.7738,25,1,450.0047,0.4676943,0.5433865
628,37682.04,437.8595,25,1,450.0047,0.4680738,0.6646011
629,37742.04,437.9453,25,1,450.0047,0.4535632,0.6613186
630,37802.04,438.0311,25,1,450.0047,0.4061936,0.836986
631,37862.04,438.1168,25,1,450.0047,0.4932356,0.5605299
632,37922.04,438.2026,25,1,450.0047,0.4950277,0.5879178
633,37982.04,438.2884,25,1,450.0047,0.4717979,0.9872469
634,38042.04,438.3741,25,1,450.0047,0.474764,0.7892468
635,38102.04,438.4599,25,1,450.0047,0.4933385,0.3985886
636,38162.04,438.5457,25,1,450.0047,0.4902326,0.8522684
637,38222.04,438.6314,25,1,450.0047,0.4699897,0.8262126
638,38282.04,438.7172,25,1,450.0047,0.4994079,0.7653995
639,38342.04,438.8029,25,1,450.0047,0.4878407,0.7545324
640,38402.04,438.8887,25,1,450.0047,0.4861863,0.9409535
641,38462.04,438.9745,25,1,450.0047,0.4890046,0.6570389
642,38522.04,439.0602,25,1,450.0047,0.483187,0.8261932
643,38582.04,439.146,25,1,450.0047,0.4355165,0.9888542
644,38642.04,439.2318,25,1,450.0047,0.4805332,0.7381015
645,38702.04,439.3175,25,1,450.0047,0.4841882,0.8386443
646,38762.04,439.4033,25,1,450.0047,0.4871813,0.8277446
647,38822.04,439.489,25,1,450.0047,0.4510318,0.6294837
648,38882.04,439.5748,25,1,450.0047,0.4429048,1.101117
649,38942.04,439.6606,25,1,450.0047,0.4965605,0.6435804
650,39002.04,439.7463,25,1,450.0047,0.466596,0.628778
651,39062.04,439.8321,25,1,450.0047,0.4878878,0.6002385
652,39122.04,439.9179,25,1,450.0047,0.4808926,0.9402131
653,39182.04,440.0036,25,1,450.0047,0.4935994,0.8454069
654,39242.04,440.0894,25,1,450.0047,0.4934582,0.6654984
655,39302.04,440.1752,25,1,450.0047,0.4713002,0.6827445
656,39362.04,440.2609,25,1,450.0047,0.4613574,0.9584219
657,39422.04,440.3467,25,1,450.0047,0.4974306,1.028756
658,39482.04,440.4325,25,1,450.0047,0.404336,0.8287626
659,39542.04,440.5182,25,1,450.0047,0.4472404,0.6726986
660,39602.04,440.604,25,1,450.0047,0.4870971,0.7589252
661,39662.04,440.6897,25,1,450.0047,0.4966268,0.8114771
662,39722.04,440.7755,25,1,450.0047,0.4674455,0.4450062
663,39782.04,440.8613,25,1,450.0047,0.4866525,0.8597494
664,39842.04,440.947,25,1,450.0047,0.4516802,0.639048
665,39902.04,441.0328,25,1,450.0047,0.4432732,0.6041583
666,39962.04,441.1186,25,1,450.0047,0.4733118,1.017389
667,40022.04,441.2043,25,1,450.0047,0.4973129,0.7790938
668,40082.04,441.2901,25,1,450.0047,0.4622958,0.9921755
669,40142.04,441.3759,25,1,450.0047,0.4743578,0.8266675
670,40202.04,441.4616,25,1,450.0047,0.4871917,0.7716576
671,40262.04,441.5474,25,1,450.0047,0.4686821,0.4436776
672,40322.04,441.6331,25,1,450.0047,0.4530821,0.6522784
673,40382.04,441.7189,25,1,450.0047,0.4925145,0.7355663
674,40442.04,441.8047,25,1,450.0047,0.4570825,0.9158951
675,40502.04,441.8904,25,1,450.0047,0.4940509,0.7363859
676,40562.04,441.9762,25,1,450.0047,0.4783494,0.4397217
677,40622.04,442.062,25,1,450.0047,0.44644,0.9755604
678,40682.04,442.1477,25,1,450.0047,0.4805555,0.9174809
679,40742.04,442.2335,25,1,450.0047,0.4800808,0.7554389
680,40802.04,442.3192,25,1,450.0047,0.4759016,0.9596117
681,40862.04,442.405,25,1,450.0047,0.4874702,0.8846297
682,40922.04,442.4908,25,1,450.0047,0.4919012,0.7938376
683,40982.04,442.5765,25,1,450.0047,0.4542551,0.953487
684,41042.04,442.6623,25,1,450.0047,0.471712,0.9520645
685,41102.04,442.7481,25,1,450.0047,0.4536334,0.9840665
686,41162.04,442.8338,25,1,450.0047,0.4693882,0.7833923
687,41222.04,442.9196,25,1,450.0047,0.4974285,0.6565784
688,41282.04,443.0054,25,1,450.0047,0.4239584,0.5042912
689,41342.04,443.0911,25,1,450.0047,0.4696233,0.9108
690,41402.04,443.1769,25,1,450.0047,0.4768069,0.7852306
691,41462.04,443.2627,25,1,450.0047,0.4628588,0.8406724
692,41522.04,443.3484,25,1,450.0047,0.4954691,0.5275627
693,41582.04,443.4342,25,1,450.0047,0.471516,0.5551113
694,41642.04,443.52,25,1,450.0047,0.4531332,0.9438149
695,41702.04,443.6057,25,1,450.0047,0.4816302,0.7483289
696,41762.04,443.6915,25,1,450.0047,0.4232988,0.720185
697,41822.04,443.7773,25,1,450.0047,0.3903899,0.9527123
698,41882.04,443.863,25,1,450.0047,0.4787217,0.4392397
699,41942.04,443.9488,25,1,450.0047,0.4899914,1.048711
700,42002.04,444.0345,25,1,450.0047,0.4651414,0.6932962
701,42062.04,444.1203,25,1,450.0047,0.4723074,0.7158862
702,42122.04,444.2061,25,1,450.0047,0.4935535,0.6556686
703,42182.04,444.2918,25,1,450.0047,0.4594635,0.9321824
704,42242.04,444.3776,25,1,450.0047,0.4795843,0.841552
705,42302.04,444.4633,25,1,450.0047,0.4445032,0.7257159
706,42362.04,444.5491,25,1,450.0047,0.4726395,0.8432562
707,42422.04,444.6349,25,1,450.0047,0.4698411,0.7892932
708,42482.04,444.7206,25,1,450.0047,0.4626205,0.7843748
709,42542.04,444.8064,25,1,450.0047,0.4752576,0.6991419
710,42602.04,444.8922,25,1,450.0047,0.3808804,1.07352
711,42662.04,444.9779,25,1,450.0047,0.3604337,1.02255
712,42722.04,445.0637,25,1,450.0047,0.4454996,0.8597181
713,42782.04,445.1495,25,1,450.0047,0.4686353,0.58321
714,42842.04,445.2352,25,1,450.0047,0.4637978,0.7426412
715,42902.04,445.321,25,1,450.0047,0.4725612,0.573773
716,42962.04,445.4068,25,1,450.0047,0.4088136,0.7771217
717,43022.04,445.4925,25,1,450.0047,0.4602721,0.7825636
718,43082.04,445.5783,25,1,450.0047,0.4985199,0.7392259
719,43142.04,445.6641,25,1,450.0047,0.476878,0.8284954
720,43202.04,445.7498,25,1,450.0047,0.4846621,0.9641988
721,43262.04,445.8356,25,1,450.0047,0.4520291,0.8030875
722,43322.04,445.9213,25,1,450.0047,0.4451185,0.993804
723,43382.04,446.0071,25,1,450.0047,0.4733055,0.7026787
724,43442.04,446.0929,25,1,450.0047,0.4502987,0.6790897
725,43502.04,446.1786,25,1,450.0047,0.4871036,0.5223606
726,43562.04,446.2644,25,1,450.0047,0.4837506,0.7644985
727,43622.04,446.3502,25,1,450.0047,0.4758658,0.9655029
728,43682.04,446.4359,25,1,450.0047,0.4760757,1.057021
729,43742.04,446.5217,25,1,450.0047,0.4758259,0.6992937
730,43802.04,446.6075,25,1,450.0047,0.476097,0.829071
731,43862.04,446.6932,25,1,450.0047,0.4907651,0.4967398
732,43922.04,446.779,25,1,450.0047,0.4896693,0.8413696
733,43982.04,446.8647,25,1,450.0047,0.4785425,0.779187
734,44042.04,446.9505,25,1,450.0047,0.481774,0.6264496
735,44102.04,447.0363,25,1,450.0047,0.4825984,0.667856
736,44162.04,447.122,25,1,450.0047,0.4718608,0.6931174
737,44222.04,447.2078,25,1,450.0047,0.4742123,0.4207187
738,44282.04,447.2935,25,1,450.0047,0.4676255,0.7882317
739,44342.04,447.3793,25,1,450.0047,0.4462566,0.824326
740,44402.04,447.4651,25,1,450.0047,0.4428119,1.030861
741,44462.04,447.5508,25,1,450.0047,0.4116148,0.8712
742,44522.04,447.6366,25,1,450.0047,0.4531528,0.8515461
743,44582.04,447.7224,25,1,450.0047,0.4812873,0.7132498
744,44642.04,447.8081,25,1,450.0047,0.4707008,0.8238977
745,44702.04,447.8939,25,1,450.0047,0.4293356,0.7158213
746,44762.04,447.9797,25,1,450.0047,0.4304309,0.8734421
747,44822.04,448.0654,25,1,450.0047,0.4815156,0.5756632
748,44882.04,448.1512,25,1,450.0047,0.4817863,0.787681
749,44942.04,448.237,25,1,450.0047,0.4838051,0.5592636
750,45002.04,448.3227,25,1,450.0047,0.4747186,0.3794896
751,45062.04,448.4085,25,1,450.0047,0.3929552,0.4447047
752,45122.04,448.4943,25,1,450.0047,0.4969567,0.5815677
753,45182.04,448.58,25,1,450.0047,0.4700836,0.9586203
754,45242.04,448.6658,25,1,450.0047,0.484694,1.006485
755,45302.04,448.7516,25,1,450.0047,0.398965,0.9538078
756,45362.04,448.8373,25,1,450.0047,0.4843228,0.8887834
757,45422.04,448.9231,25,1,450.0047,0.4669613,0.7031395
758,45482.04,449.0089,25,1,450.0047,0.4644583,0.5148605
759,45542.04,449.0946,25,1,450.0047,0.4455937,0.564921
760,45602.04,449.1804,25,1,450.0047,0.4810195,0.484829
761,45662.04,449.2661,25,1,450.0047,0.4677749,0.9615133
762,45722.04,449.3519,25,1,450.0047,0.487289,0.7459314
763,45782.04,449.4377,25,1,450.0047,0.4118707,1.1456
764,45842.04,449.5234,25,1,450.0047,0.4818138,0.7192087
765,45902.04,449.6092,25,1,450.0047,0.4671218,0.8649006
766,45962.04,449.6949,25,1,450.0047,0.4908363,0.9285401
767,46022.04,449.7807,25,1,450.0047,0.4465812,0.7614433
768,46082.04,449.8665,25,1,450.0047,0.4108416,0.9871029
769,46142.04,449.9522,25,1,450.0047,0.4564922,0.8977174
770,46202.04,450.038,25,1,450.0047,0.4911047,0.4883342
771,46262.04,450.1238,25,1,450.0047,0.4679074,0.8623853
772,46322.04,450.2095,25,1,450.0047,0.4859872,0.9849522
773,46382.04,450.2953,25,1,450.0047,0.4873413,0.9105999
774,46442.04,450.3811,25,1,450.0047,0.4476326,1.038378
775,46502.04,450.4668,25,1,450.0047,0.4845269,0.6655496
776,46562.04,450.5526,25,1,450.0047,0.4912229,0.7235857
777,46622.04,450.6384,25,1,450.0047,0.4846838,0.9800942
778,46682.04,450.7241,25,1,450.0047,0.4948668,0.7261035
779,46742.04,450.8099,25,1,450.0047,0.4221041,0.4903617
780,46802.04,450.8957,25,1,450.0047,0.4600356,0.7195873
781,46862.04,450.9814,25,1,450.0047,0.4461621,0.9028853
782,46922.04,451.0672,25,1,450.0047,0.4889221,1.07516
783,46982.04,451.1529,25,1,450.0047,0.4210881,0.9725
784,47042.04,451.2387,25,1,450.0047,0.4669229,0.5555502
785,47102.04,451.3245,25,1,450.0047,0.4577135,0.6426504
786,47162.04,451.4102,25,1,450.0047,0.4391053,0.8459024
787,47222.04,451.496,25,1,450.0047,0.4487199,0.7918425
788,47282.04,451.5818,25,1,450.0047,0.4382905,0.609251
789,47342.04,451.6675,25,1,450.0047,0.4864851,0.9404441
790,47402.04,451.7533,25,1,450.0047,0.4612843,0.7601987
791,47462.04,451.8391,25,1,450.0047,0.414505,0.556588
792,47522.04,451.9248,25,1,450.0047,0.4922026,0.7141977
793,47582.04,452.0106,25,1,450.0047,0.4329184,1.141109
794,47642.04,452.0963,25,1,450.0047,0.4835405,0.9385044
795,47702.04,452.1821,25,1,450.0047,0.4653269,0.7739398
796,47762.04,452.2679,25,1,450.0047,0.4939402,0.5484751
797,47822.04,452.3536,25,1,450.0047,0.4788345,0.934503
798,47882.04,452.4394,25,1,450.0047,0.481144,0.6607458
799,47942.04,452.5251,25,1,450.0047,0.450359,0.9117723
800,48002.04,452.6109,25,1,450.0047,0.4349236,0.8843609
801,48062.04,452.6967,25,1,450.0047,0.4757627,0.936743
802,48122.04,452.7824,25,1,450.0047,0.4493676,0.7435774
803,48182.04,452.8682,25,1,450.0047,0.4468897,0.5539438
804,48242.04,452.954,25,1,450.0047,0.4751286,0.5999734
805,48302.04,453.0397,25,1,450.0047,0.3746974,0.5027608
806,48362.04,453.1255,25,1,450.0047,0.4819479,0.5731485
807,48422.04,453.2113,25,1,450.0047,0.4057153,0.8956146
808,48482.04,453.297,25,1,450.0047,0.4910963,0.6372783
809,48542.04,453.3828,25,1,450.0047,0.4437889,0.9851703
810,48602.04,453.4686,25,1,450.0047,0.4959665,0.943029
811,48662.04,453.5543,25,1,450.0047,0.456346,0.7391485
812,48722.04,453.6401,25,1,450.0047,0.4119617,0.8873591
813,48782.04,453.7259,25,1,450.0047,0.4369703,0.7802438
814,48842.04,453.8116,25,1,450.0047,0.4785524,0.9778284
815,48902.04,453.8974,25,1,450.0047,0.4509352,1.105181
816,48962.04,453.9832,25,1,450.0047,0.4680331,0.4520022
817,49022.04,454.0689,25,1,450.0047,0.4790992,1.125283
818,49082.04,454.1547,25,1,450.0047,0.3879737,1.130395
819,49142.04,454.2404,25,1,450.0047,0.4810158,0.7040322
820,49202.04,454.3262,25,1,450.0047,0.462371,1.088917
821,49262.04,454.412,25,1,450.0047,0.4696136,0.5190733
822,49322.04,454.4977,25,1,450.0047,0.4278269,0.8359542
823,49382.04,454.5835,25,1,450.0047,0.4945616,1.099059
824,49442.04,454.6693,25,1,450.0047,0.4696103,0.671483
825,49502.04,454.755,25,1,450.0047,0.401341,0.6544989
826,49562.04,454.8408,25,1,450.0047,0.4450365,1.111275
827,49622.04,454.9265,25,1,450.0047,0.4425009,0.7514427
828,49682.04,455.0123,25,1,450.0047,0.485523,0.6766007
829,49742.04,455.0981,25,1,450.0047,0.4842293,0.850556
830,49802.04,455.1838,25,1,450.0047,0.4687927,0.5382969
831,49862.04,455.2696,25,1,450.0047,0.496715,0.81369
832,49922.04,455.3554,25,1,450.0047,0.4562297,1.004289
833,49982.04,455.4411,25,1,450.0047,0.4785292,0.7956781
834,50042.04,455.5269,25,1,450.0047,0.4559726,0.8807843
835,50102.04,455.6127,25,1,450.0047,0.4982481,0.6650187
836,50162.04,455.6984,25,1,450.0047,0.4222104,0.9549507
837,50222.04,455.7842,25,1,450.0047,0.4571042,0.5737025
838,50282.04,455.87,25,1,450.0047,0.4427321,0.9295856
839,50342.04,455.9557,25,1,450.0047,0.4616596,0.7581128
840,50402.04,456.0415,25,1,450.0047,0.3959657,0.9578607
841,50462.04,456.1272,25,1,450.0047,0.4597931,0.5867119
842,50522.04,456.213,25,1,450.0047,0.4090256,0.9535607
843,50582.04,456.2988,25,1,450.0047,0.4393075,0.7890634
