Step,TimeStamp,AvgEnergy,NoBoids,NoFoodSources,TotalFoodAvailable,Polarization,Expanse
539,16171.07,0,0,1,1469.239,NaN,NaN
540,16201.07,0,0,1,1471.964,NaN,NaN
541,16231.07,0,0,1,1474.69,NaN,NaN
542,16261.07,0,0,1,1477.416,NaN,NaN
543,16291.07,0,0,1,1480.142,NaN,NaN
544,16321.07,0,0,1,1482.867,NaN,NaN
545,16351.07,0,0,1,1485.593,NaN,NaN
546,16381.07,0,0,1,1488.319,NaN,NaN
547,16411.07,0,0,1,1491.044,NaN,NaN
548,16441.07,0,0,1,1493.77,NaN,NaN
549,16471.07,0,0,1,1496.496,NaN,NaN
550,16501.07,0,0,1,1499.221,NaN,NaN
551,16531.07,0,0,1,1501.947,NaN,NaN
552,16561.07,0,0,1,1504.673,NaN,NaN
553,16591.07,0,0,1,1507.399,NaN,NaN
554,16621.07,0,0,1,1510.124,NaN,NaN
555,16651.07,0,0,1,1512.85,NaN,NaN
556,16681.07,0,0,1,1515.576,NaN,NaN
557,16711.07,0,0,1,1518.301,NaN,NaN
558,16741.07,0,0,1,1521.027,NaN,NaN
559,16771.07,0,0,1,1523.753,NaN,NaN
560,16801.07,0,0,1,1526.478,NaN,NaN
561,16831.07,0,0,1,1529.204,NaN,NaN
562,16861.07,0,0,1,1531.93,NaN,NaN
563,16891.07,0,0,1,1534.656,NaN,NaN
564,16921.07,0,0,1,1537.381,NaN,NaN
565,16951.07,0,0,1,1540.107,NaN,NaN
566,16981.07,0,0,1,1542.833,NaN,NaN
567,17011.07,0,0,1,1545.558,NaN,NaN
568,17041.07,0,0,1,1548.284,NaN,NaN
569,17071.07,0,0,1,1551.01,NaN,NaN
570,17101.07,0,0,1,1553.735,NaN,NaN
571,17131.07,0,0,1,1556.461,NaN,NaN
572,17161.07,0,0,1,1559.187,NaN,NaN
573,17191.07,0,0,1,1561.912,NaN,NaN
574,17221.07,0,0,1,1564.638,NaN,NaN
575,17251.07,0,0,1,1567.364,NaN,NaN
576,17281.07,0,0,1,1570.089,NaN,NaN
577,17311.07,0,0,1,1572.815,NaN,NaN
578,17341.07,0,0,1,1575.541,NaN,NaN
579,17371.07,0,0,1,1578.267,NaN,NaN
580,17401.07,0,0,1,1580.992,NaN,NaN
581,17431.07,0,0,1,1583.718,NaN,NaN
582,17461.07,0,0,1,1586.444,NaN,NaN
583,17491.07,0,0,1,1589.169,NaN,NaN
584,17521.07,0,0,1,1591.895,NaN,NaN
585,17551.07,0,0,1,1594.621,NaN,NaN
586,17581.07,0,0,1,1597.346,NaN,NaN
587,17611.07,0,0,1,1600.072,NaN,NaN
588,17641.07,0,0,1,1602.798,NaN,NaN
589,17671.07,0,0,1,1605.524,NaN,NaN
590,17701.07,0,0,1,1608.249,NaN,NaN
591,17731.07,0,0,1,1610.975,NaN,NaN
592,17761.07,0,0,1,1613.701,NaN,NaN
593,17791.07,0,0,1,1616.426,NaN,NaN
594,17821.07,0,0,1,1619.152,NaN,NaN
595,17851.07,0,0,1,1621.878,NaN,NaN
596,17881.07,0,0,1,1624.603,NaN,NaN
597,17911.07,0,0,1,1627.329,NaN,NaN
598,17941.07,0,0,1,1630.055,NaN,NaN
599,17971.07,0,0,1,1632.781,NaN,NaN
600,18001.07,0,0,1,1635.506,NaN,NaN
601,18031.07,0,0,1,1638.232,NaN,NaN
602,18061.07,0,0,1,1640.958,NaN,NaN
603,18091.07,0,0,1,1643.683,NaN,NaN
604,18121.07,0,0,1,1646.409,NaN,NaN
605,18151.07,0,0,1,1649.135,NaN,NaN
606,18181.07,0,0,1,1651.86,NaN,NaN
607,18211.07,0,0,1,1654.586,NaN,NaN
608,18241.07,0,0,1,1657.312,NaN,NaN
609,18271.07,0,0,1,1660.037,NaN,NaN
610,18301.07,0,0,1,1662.763,NaN,NaN
611,18331.07,0,0,1,1665.489,NaN,NaN
612,18361.07,0,0,1,1668.214,NaN,NaN
613,18391.07,0,0,1,1670.94,NaN,NaN
614,18421.07,0,0,1,1673.666,NaN,NaN
615,18451.07,0,0,1,1676.392,NaN,NaN
616,18481.07,0,0,1,1679.117,NaN,NaN
617,18511.07,0,0,1,1681.843,NaN,NaN
618,18541.07,0,0,1,1684.569,NaN,NaN
619,18571.07,0,0,1,1687.294,NaN,NaN
620,18601.07,0,0,1,1690.02,NaN,NaN
621,18631.07,0,0,1,1692.746,NaN,NaN
622,18661.07,0,0,1,1695.471,NaN,NaN
623,18691.07,0,0,1,1698.197,NaN,NaN
624,18721.07,0,0,1,1700.923,NaN,NaN
625,18751.07,0,0,1,1703.649,NaN,NaN
626,18781.07,0,0,1,1706.374,NaN,NaN
627,18811.07,0,0,1,1709.1,NaN,NaN
628,18841.07,0,0,1,1711.826,NaN,NaN
629,18871.07,0,0,1,1714.551,NaN,NaN
630,18901.07,0,0,1,1717.277,NaN,NaN
631,18931.07,0,0,1,1720.003,NaN,NaN
632,18961.07,0,0,1,1722.728,NaN,NaN
633,18991.07,0,0,1,1725.454,NaN,NaN
634,19021.07,0,0,1,1728.18,NaN,NaN
635,19051.07,0,0,1,1730.906,NaN,NaN
636,19081.07,0,0,1,1733.631,NaN,NaN
637,19111.07,0,0,1,1736.357,NaN,NaN
638,19141.07,0,0,1,1739.083,NaN,NaN
639,19171.07,0,0,1,1741.808,NaN,NaN
640,19201.07,0,0,1,1744.534,NaN,NaN
641,19231.07,0,0,1,1747.26,NaN,NaN
642,19261.07,0,0,1,1749.985,NaN,NaN
643,19291.07,0,0,1,1752.711,NaN,NaN
644,19321.07,0,0,1,1755.437,NaN,NaN
645,19351.07,0,0,1,1758.162,NaN,NaN
646,19381.07,0,0,1,1760.888,NaN,NaN
647,19411.07,0,0,1,1763.614,NaN,NaN
648,19441.07,0,0,1,1766.339,NaN,NaN
649,19471.07,0,0,1,1769.065,NaN,NaN
650,19501.07,0,0,1,1771.791,NaN,NaN
651,19531.07,0,0,1,1774.517,NaN,NaN
652,19561.07,0,0,1,1777.242,NaN,NaN
653,19591.07,0,0,1,1779.968,NaN,NaN
654,19621.07,0,0,1,1782.694,NaN,NaN
655,19651.07,0,0,1,1785.419,NaN,NaN
656,19681.07,0,0,1,1788.145,NaN,NaN
657,19711.07,0,0,1,1790.871,NaN,NaN
658,19741.07,0,0,1,1793.596,NaN,NaN
659,19771.07,0,0,1,1796.322,NaN,NaN
660,19801.07,0,0,1,1799.048,NaN,NaN
661,19831.07,0,0,1,1801.774,NaN,NaN
662,19861.07,0,0,1,1804.499,NaN,NaN
663,19891.07,0,0,1,1807.225,NaN,NaN
664,19921.07,0,0,1,1809.951,NaN,NaN
665,19951.07,0,0,1,1812.676,NaN,NaN
666,19981.07,0,0,1,1815.402,NaN,NaN
667,20011.07,0,0,1,1818.128,NaN,NaN
668,20041.07,0,0,1,1820.853,NaN,NaN
669,20071.07,0,0,1,1823.579,NaN,NaN
670,20101.07,0,0,1,1826.305,NaN,NaN
671,20131.07,0,0,1,1829.031,NaN,NaN
672,20161.07,0,0,1,1831.756,NaN,NaN
673,20191.07,0,0,1,1834.482,NaN,NaN
674,20221.07,0,0,1,1837.208,NaN,NaN
675,20251.07,0,0,1,1839.933,NaN,NaN
676,20281.07,0,0,1,1842.659,NaN,NaN
677,20311.07,0,0,1,1845.385,NaN,NaN
678,20341.07,0,0,1,1848.11,NaN,NaN
679,20371.07,0,0,1,1850.836,NaN,NaN
680,20401.07,0,0,1,1853.562,NaN,NaN
681,20431.07,0,0,1,1856.287,NaN,NaN
682,20461.07,0,0,1,1859.013,NaN,NaN
683,20491.07,0,0,1,1861.739,NaN,NaN
684,20521.07,0,0,1,1864.464,NaN,NaN
685,20551.07,0,0,1,1867.19,NaN,NaN
686,20581.07,0,0,1,1869.916,NaN,NaN
687,20611.07,0,0,1,1872.642,NaN,NaN
688,20641.07,0,0,1,1875.367,NaN,NaN
689,20671.07,0,0,1,1878.093,NaN,NaN
690,20701.07,0,0,1,1880.819,NaN,NaN
691,20731.07,0,0,1,1883.544,NaN,NaN
692,20761.07,0,0,1,1886.27,NaN,NaN
693,20791.07,0,0,1,1888.996,NaN,NaN
694,20821.07,0,0,1,1891.721,NaN,NaN
695,20851.07,0,0,1,1894.447,NaN,NaN
696,20881.07,0,0,1,1897.173,NaN,NaN
697,20911.07,0,0,1,1899.899,NaN,NaN
698,20941.07,0,0,1,1902.624,NaN,NaN
699,20971.07,0,0,1,1905.35,NaN,NaN
700,21001.07,0,0,1,1908.076,NaN,NaN
701,21031.07,0,0,1,1910.801,NaN,NaN
702,21061.07,0,0,1,1913.527,NaN,NaN
703,21091.07,0,0,1,1916.253,NaN,NaN
704,21121.07,0,0,1,1918.978,NaN,NaN
705,21151.07,0,0,1,1921.704,NaN,NaN
706,21181.07,0,0,1,1924.43,NaN,NaN
707,21211.07,0,0,1,1927.156,NaN,NaN
708,21241.07,0,0,1,1929.881,NaN,NaN
709,21271.07,0,0,1,1932.607,NaN,NaN
710,21301.07,0,0,1,1935.333,NaN,NaN
711,21331.07,0,0,1,1938.058,NaN,NaN
712,21361.07,0,0,1,1940.784,NaN,NaN
713,21391.07,0,0,1,1943.51,NaN,NaN
714,21421.07,0,0,1,1946.235,NaN,NaN
715,21451.07,0,0,1,1948.961,NaN,NaN
716,21481.07,0,0,1,1951.687,NaN,NaN
717,21511.07,0,0,1,1954.412,NaN,NaN
718,21541.07,0,0,1,1957.138,NaN,NaN
719,21571.07,0,0,1,1959.864,NaN,NaN
720,21601.07,0,0,1,1962.589,NaN,NaN
721,21631.07,0,0,1,1965.315,NaN,NaN
722,21661.07,0,0,1,1968.041,NaN,NaN
723,21691.07,0,0,1,1970.767,NaN,NaN
724,21721.07,0,0,1,1973.492,NaN,NaN
725,21751.07,0,0,1,1976.218,NaN,NaN
726,21781.07,0,0,1,1978.944,NaN,NaN
