Step,TimeStamp,AvgEnergy,AverageEnergy_5th,AverageEnergy_95th,NoBoids,NoFoodSources,TotalFoodAvailable,Polarization,Expanse
103,394.9487,378.5639,378.5639,378.5639,25,1,730.7465,0.325873,0.6390402
104,398.7453,378.5114,378.5114,378.5114,25,1,733.4722,0.3419636,0.8538105
105,402.5722,378.4589,378.4589,378.4589,25,1,736.1979,0.3542702,0.999205
106,406.384,378.4064,378.4064,378.4064,25,1,738.9236,0.4694943,0.852333
107,410.1087,378.3539,378.3539,378.3539,25,1,741.6493,0.4191906,1.003003
108,414.0323,378.3014,378.3014,378.3014,25,1,744.375,0.4740045,0.6619114
109,417.9175,378.2489,378.2489,378.2489,25,1,747.1007,0.3840439,0.9972679
110,421.9934,378.1964,378.1964,378.1964,25,1,749.8264,0.340811,0.6408803
111,426.1339,378.1439,378.1439,378.1439,25,1,752.5521,0.3854941,0.945901
112,430.2025,378.0914,378.0914,378.0914,25,1,755.2778,0.4013768,0.8560263
113,434.4332,378.0389,378.0389,378.0389,25,1,758.0035,0.3812706,0.8472021
114,438.4265,377.9864,377.9864,377.9864,25,1,760.7292,0.4485849,1.060527
115,442.4779,377.934,377.934,377.934,25,1,763.4548,0.449242,0.5309296
116,446.7636,377.8815,377.8815,377.8815,25,1,766.1805,0.3636397,0.8328972
117,450.7331,377.829,377.829,377.829,25,1,768.9063,0.4685555,0.9922598
118,454.7236,377.7766,377.7766,377.7766,25,1,771.632,0.3577846,0.8839414
119,458.7584,377.7241,377.7241,377.7241,25,1,774.3577,0.4471935,0.7643477
120,462.734,377.6717,377.6717,377.6717,25,1,777.0833,0.4136016,0.7739462
121,466.6191,377.6192,377.6192,377.6192,25,1,779.809,0.3168136,0.6814016
122,470.557,377.5668,377.5668,377.5668,25,1,782.5347,0.3173867,0.8504968
123,474.4966,377.5144,377.5144,377.5144,25,1,785.2604,0.3222494,0.6181973
124,478.3446,377.4619,377.4619,377.4619,25,1,787.9861,0.3300612,1.047509
125,482.2116,377.4095,377.4095,377.4095,25,1,790.7118,0.4390841,0.9754003
126,486.1877,377.3571,377.3571,377.3571,25,1,793.4375,0.3482014,0.8856272
127,490.127,377.3047,377.3047,377.3047,25,1,796.1632,0.3747931,0.7545502
128,494.0753,377.2523,377.2523,377.2523,25,1,798.8889,0.3420838,1.143011
129,497.9227,377.1999,377.1999,377.1999,25,1,800,0.2999221,0.9799691
130,501.918,377.1475,377.1475,377.1475,25,1,800,0.4868593,0.53848
131,505.8526,377.0951,377.0951,377.0951,25,1,800,0.4747185,0.7545976
132,509.8206,377.0427,377.0427,377.0427,25,1,800,0.4798609,1.051606
133,513.7497,376.9903,376.9903,376.9903,25,1,800,0.3865012,1.134143
134,517.7481,376.938,376.938,376.938,25,1,800,0.452288,0.8268899
135,523.415,376.8856,376.8856,376.8856,25,1,800,0.2995261,0.9199339
136,527.4515,376.8332,376.8332,376.8332,25,1,800,0.4016111,0.7048923
137,531.3463,376.7809,376.7809,376.7809,25,1,800,0.3927554,0.7497427
138,535.1628,376.7285,376.7285,376.7285,25,1,800,0.3768995,0.9917883
139,539.0469,376.6761,376.6761,376.6761,25,1,800,0.4195989,0.9528968
140,542.9915,376.6238,376.6238,376.6238,25,1,800,0.3646811,1.03863
141,546.904,376.5714,376.5714,376.5714,25,1,800,0.3470613,0.9678245
142,550.7586,376.5191,376.5191,376.5191,25,1,800,0.3766156,0.6861197
143,554.8968,376.4668,376.4668,376.4668,25,1,800,0.4291804,0.8878629
144,558.8795,376.4144,376.4144,376.4144,25,1,800,0.4109525,0.8852673
145,562.8157,376.3621,376.3621,376.3621,25,1,800,0.4261483,0.8580229
146,566.7229,376.3098,376.3098,376.3098,25,1,800,0.4051981,0.7503787
147,570.6967,376.2575,376.2575,376.2575,25,1,800,0.3895639,0.8189365
148,574.5889,376.2052,376.2052,376.2052,25,1,800,0.4754384,0.9307066
149,578.4337,376.1529,376.1529,376.1529,25,1,800,0.3777925,0.6139877
150,582.4215,376.1006,376.1006,376.1006,25,1,800,0.4324645,0.8205195
151,586.3312,376.0483,376.0483,376.0483,25,1,800,0.4552331,0.7766531
152,590.274,375.996,375.996,375.996,25,1,800,0.4665809,1.068106
153,594.112,375.9437,375.9437,375.9437,25,1,800,0.4078348,0.6278123
154,597.9186,375.8914,375.8914,375.8914,25,1,800,0.4052269,0.8562916
155,601.881,375.8391,375.8391,375.8391,25,1,800,0.3855588,0.901903
156,605.8806,375.7869,375.7869,375.7869,25,1,800,0.4263566,0.7211463
157,609.757,375.7346,375.7346,375.7346,25,1,800,0.3571303,0.7437683
158,613.734,375.6823,375.6823,375.6823,25,1,800,0.3787507,1.121519
159,617.7388,375.6301,375.6301,375.6301,25,1,800,0.4623624,0.9647619
160,621.741,375.5779,375.5779,375.5779,25,1,800,0.4805159,0.858548
161,625.7841,375.5256,375.5256,375.5256,25,1,800,0.4285651,0.6308481
162,630.0403,375.4734,375.4734,375.4734,25,1,800,0.4155482,0.8251821
163,633.84,375.4211,375.4211,375.4211,25,1,800,0.4288431,0.8649434
164,637.9457,375.3689,375.3689,375.3689,25,1,800,0.4284646,0.4796508
165,641.8798,375.3167,375.3167,375.3167,25,1,800,0.4512139,0.6562798
166,645.8148,375.2644,375.2644,375.2644,25,1,800,0.3221862,0.582378
167,649.6249,375.2122,375.2122,375.2122,25,1,800,0.3529248,0.876507
168,653.4954,375.16,375.16,375.16,25,1,800,0.3335625,0.8217713
169,657.3091,375.1078,375.1078,375.1078,25,1,800,0.4356416,0.6668766
170,661.1951,375.0556,375.0556,375.0556,25,1,800,0.4665,0.7413666
171,665.078,375.0034,375.0034,375.0034,25,1,800,0.3542923,0.8906888
172,668.9715,374.9512,374.9512,374.9512,25,1,800,0.4069699,0.6146269
173,672.8954,374.899,374.899,374.899,25,1,800,0.3161156,0.7986809
174,676.9053,374.8468,374.8468,374.8468,25,1,800,0.432759,0.9125993
175,680.7916,374.7946,374.7946,374.7946,25,1,800,0.3707494,0.6183355
176,684.782,374.7425,374.7425,374.7425,25,1,800,0.4482731,0.7718494
177,688.7061,374.6903,374.6903,374.6903,25,1,800,0.4339667,0.9843149
178,692.6512,374.6382,374.6382,374.6382,25,1,800,0.4389472,1.029387
179,696.4783,374.586,374.586,374.586,25,1,800,0.4606641,0.7641951
180,700.3773,374.5338,374.5338,374.5338,25,1,800,0.3811208,0.7677558
181,704.2581,374.4817,374.4817,374.4817,25,1,800,0.4499295,0.7819139
182,708.0981,374.4295,374.4295,374.4295,25,1,800,0.4692188,0.7122021
183,712.009,374.3774,374.3774,374.3774,25,1,800,0.4137061,0.5028155
184,715.8874,374.3253,374.3253,374.3253,25,1,800,0.4621444,0.6759747
185,719.7753,374.2731,374.2731,374.2731,25,1,800,0.3790011,0.8853326
186,723.5173,374.221,374.221,374.221,25,1,800,0.3204571,0.683991
187,727.2398,374.1689,374.1689,374.1689,25,1,800,0.3340796,0.9258983
188,730.9673,374.1168,374.1168,374.1168,25,1,800,0.4169531,1.07739
189,734.7053,374.0647,374.0647,374.0647,25,1,800,0.3715973,0.6512446
190,738.4323,374.0126,374.0126,374.0126,25,1,800,0.4755839,0.5092912
191,742.3002,373.9604,373.9604,373.9604,25,1,800,0.4461659,0.6886589
192,746.1432,373.9084,373.9084,373.9084,25,1,800,0.393272,0.6900593
193,750.1238,373.8563,373.8563,373.8563,25,1,800,0.3607419,1.04808
194,754.0154,373.8042,373.8042,373.8042,25,1,800,0.3130568,0.740882
195,757.8653,373.7521,373.7521,373.7521,25,1,800,0.3993311,0.9874407
196,761.8892,373.7,373.7,373.7,25,1,800,0.4095909,0.8929062
197,765.6995,373.6479,373.6479,373.6479,25,1,800,0.4139748,1.175382
198,769.4403,373.5959,373.5959,373.5959,25,1,800,0.3923349,1.052761
199,773.2692,373.5438,373.5438,373.5438,25,1,800,0.4434665,0.9503342
200,777.0653,373.4918,373.4918,373.4918,25,1,800,0.3621381,0.5120363
201,781.0043,373.4397,373.4397,373.4397,25,1,800,0.422303,0.8010855
202,784.8553,373.3877,373.3877,373.3877,25,1,800,0.4250483,0.7618609
203,788.6356,373.3356,373.3356,373.3356,25,1,800,0.4813531,0.7110124
204,792.4504,373.2836,373.2836,373.2836,25,1,800,0.4422966,0.8791964
205,796.2454,373.2316,373.2316,373.2316,25,1,800,0.3335558,0.9930179
206,800.0745,373.1795,373.1795,373.1795,25,1,800,0.4537082,0.3875018
207,803.9053,373.1275,373.1275,373.1275,25,1,800,0.4233926,0.9955077
208,807.8414,373.0755,373.0755,373.0755,25,1,800,0.3311017,0.7737018
209,811.8765,373.0235,373.0235,373.0235,25,1,800,0.3938213,0.6803308
210,815.7863,372.9715,372.9715,372.9715,25,1,800,0.4810615,0.5633457
211,819.7398,372.9195,372.9195,372.9195,25,1,800,0.3912281,0.9027451
212,823.8123,372.8675,372.8675,372.8675,25,1,800,0.3759289,0.7560688
213,827.6906,372.8155,372.8155,372.8155,25,1,800,0.2819351,0.9073182
214,831.5721,372.7635,372.7635,372.7635,25,1,800,0.3647717,0.9378733
215,835.4617,372.7115,372.7115,372.7115,25,1,800,0.4824128,0.4232808
216,839.4416,372.6595,372.6595,372.6595,25,1,800,0.445402,0.8348952
217,843.3544,372.6075,372.6075,372.6075,25,1,800,0.3974844,0.7499146
218,847.272,372.5556,372.5556,372.5556,25,1,800,0.4443331,0.975622
219,851.1723,372.5036,372.5036,372.5036,25,1,800,0.3924672,0.8936409
220,855.0771,372.4517,372.4517,372.4517,25,1,800,0.4094424,0.7894565
221,859.0946,372.3997,372.3997,372.3997,25,1,800,0.3881279,0.7753192
222,863.1291,372.3477,372.3477,372.3477,25,1,800,0.4234678,0.8240179
223,867.0355,372.2958,372.2958,372.2958,25,1,800,0.4281429,0.6969244
224,870.8958,372.2439,372.2439,372.2439,25,1,800,0.4056538,0.8888367
225,874.7727,372.1919,372.1919,372.1919,25,1,800,0.4399393,0.9526659
226,878.8156,372.14,372.14,372.14,25,1,800,0.4218763,0.8952749
227,882.6806,372.0881,372.0881,372.0881,25,1,800,0.3516133,0.9840753
228,886.5942,372.0362,372.0362,372.0362,25,1,800,0.3940407,0.7569029
229,890.4969,371.9843,371.9843,371.9843,25,1,800,0.3075303,0.5917146
230,894.3484,371.9323,371.9323,371.9323,25,1,800,0.3927168,0.5591623
231,898.2507,371.8804,371.8804,371.8804,25,1,800,0.4086957,0.8605592
232,902.0923,371.8285,371.8285,371.8285,25,1,800,0.4783561,0.7346736
233,906.0619,371.7766,371.7766,371.7766,25,1,800,0.4525844,0.5909926
234,909.8172,371.7247,371.7247,371.7247,25,1,800,0.4439975,0.8069305
235,913.6368,371.6729,371.6729,371.6729,25,1,800,0.3403198,0.8170221
236,917.4393,371.621,371.621,371.621,25,1,800,0.4595133,0.9244502
237,921.5225,371.5691,371.5691,371.5691,25,1,800,0.4059081,0.7345009
238,925.5556,371.5172,371.5172,371.5172,25,1,800,0.3690353,0.6868189
239,929.6106,371.4654,371.4654,371.4654,25,1,800,0.4056467,1.115875
240,933.9591,371.4135,371.4135,371.4135,25,1,800,0.3724481,1.012056
241,938.426,371.3616,371.3616,371.3616,25,1,800,0.3948592,1.104614
242,943.067,371.3098,371.3098,371.3098,25,1,800,0.354117,0.8945467
243,947.8246,371.2579,371.2579,371.2579,25,1,800,0.3489918,0.7650114
244,951.9963,371.2061,371.2061,371.2061,25,1,800,0.4068455,0.8210689
245,956.3996,371.1542,371.1542,371.1542,25,1,800,0.2627349,0.7360662
246,961.0073,371.1024,371.1024,371.1024,25,1,800,0.4496979,0.5247715
247,964.9387,371.0506,371.0506,371.0506,25,1,800,0.4654852,0.7797228
248,968.6707,370.9987,370.9987,370.9987,25,1,800,0.3692337,0.8597019
249,972.434,370.9469,370.9469,370.9469,25,1,800,0.3084258,0.8984398
250,976.1652,370.8951,370.8951,370.8951,25,1,800,0.4548784,0.8198528
251,979.9157,370.8433,370.8433,370.8433,25,1,800,0.4135951,1.096324
252,983.6521,370.7915,370.7915,370.7915,25,1,800,0.3463305,0.6789062
253,987.3624,370.7397,370.7397,370.7397,25,1,800,0.3310581,0.8470029
254,991.1076,370.6879,370.6879,370.6879,25,1,800,0.4339627,0.7814597
255,994.8242,370.6361,370.6361,370.6361,25,1,800,0.4417534,0.8230411
256,998.5687,370.5844,370.5844,370.5844,25,1,800,0.3842783,0.7617599
257,1002.29,370.5326,370.5326,370.5326,25,1,800,0.3492104,0.7187366
258,1006.027,370.4808,370.4808,370.4808,25,1,800,0.4142124,0.9957615
259,1009.741,370.429,370.429,370.429,25,1,800,0.4617305,0.750577
260,1013.503,370.3773,370.3773,370.3773,25,1,800,0.4096023,0.9076335
261,1017.215,370.3255,370.3255,370.3255,25,1,800,0.3613788,0.7916318
262,1020.943,370.2737,370.2737,370.2737,25,1,800,0.3899801,0.9366024
263,1024.643,370.222,370.222,370.222,25,1,800,0.328561,0.8944255
264,1028.371,370.1702,370.1702,370.1702,25,1,800,0.3403593,0.8226972
265,1032.087,370.1185,370.1185,370.1185,25,1,800,0.400771,0.7490649
266,1035.803,370.0668,370.0668,370.0668,25,1,800,0.4493307,0.9101987
267,1039.52,370.015,370.015,370.015,25,1,800,0.4480964,0.6761508
268,1043.238,369.9633,369.9633,369.9633,25,1,800,0.4204417,0.9649934
269,1047.021,369.9116,369.9116,369.9116,25,1,800,0.3677945,0.7977801
270,1050.948,369.8599,369.8599,369.8599,25,1,800,0.3972273,0.7840209
271,1054.699,369.8082,369.8082,369.8082,25,1,800,0.4355319,0.378918
272,1058.489,369.7564,369.7564,369.7564,25,1,800,0.4206658,0.8519453
273,1062.315,369.7047,369.7047,369.7047,25,1,800,0.3747472,0.8091356
274,1066.146,369.653,369.653,369.653,25,1,800,0.3810959,0.5693251
275,1070.206,369.6013,369.6013,369.6013,25,1,800,0.3929855,0.8364252
276,1074.551,369.5497,369.5497,369.5497,25,1,800,0.4506286,0.8186626
277,1078.505,369.498,369.498,369.498,25,1,800,0.4415521,0.3827702
278,1082.492,369.4463,369.4463,369.4463,25,1,800,0.4727381,0.6358575
279,1086.434,369.3946,369.3946,369.3946,25,1,800,0.3489117,0.3667361
280,1090.334,369.343,369.343,369.343,25,1,800,0.3801472,0.8392841
281,1094.245,369.2913,369.2913,369.2913,25,1,800,0.3891408,0.6855264
282,1098.063,369.2397,369.2397,369.2397,25,1,800,0.3430883,0.7953623
283,1101.796,369.188,369.188,369.188,25,1,800,0.4464327,0.78469
284,1105.541,369.1364,369.1364,369.1364,25,1,800,0.38869,0.958648
285,1109.256,369.0847,369.0847,369.0847,25,1,800,0.4013158,0.794636
286,1112.992,369.0331,369.0331,369.0331,25,1,800,0.362591,0.6789315
287,1116.698,368.9814,368.9814,368.9814,25,1,800,0.4545842,0.8639836
288,1120.443,368.9298,368.9298,368.9298,25,1,800,0.4389016,1.232889
289,1124.175,368.8782,368.8782,368.8782,25,1,800,0.436329,0.7858988
290,1127.947,368.8265,368.8265,368.8265,25,1,800,0.3809303,0.924502
291,1131.701,368.7749,368.7749,368.7749,25,1,800,0.4908053,0.9681126
292,1135.426,368.7233,368.7233,368.7233,25,1,800,0.4313439,0.8305705
293,1139.174,368.6717,368.6717,368.6717,25,1,800,0.3245982,0.9520525
294,1142.897,368.6201,368.6201,368.6201,25,1,800,0.4496112,1.016691
295,1146.647,368.5685,368.5685,368.5685,25,1,800,0.3933751,0.9053915
296,1150.552,368.5169,368.5169,368.5169,25,1,800,0.3399702,0.9721363
297,1154.291,368.4653,368.4653,368.4653,25,1,800,0.3859077,0.8573195
298,1158.224,368.4138,368.4138,368.4138,25,1,800,0.3877626,0.8405532
299,1162.223,368.3622,368.3622,368.3622,25,1,800,0.4346115,0.8600577
300,1166.339,368.3106,368.3106,368.3106,25,1,800,0.3965131,0.9048625
301,1170.084,368.259,368.259,368.259,25,1,800,0.4098327,0.7701212
302,1173.857,368.2075,368.2075,368.2075,25,1,800,0.4118986,0.8572643
303,1178.063,368.1559,368.1559,368.1559,25,1,800,0.4276427,1.122494
304,1181.781,368.1044,368.1044,368.1044,25,1,800,0.4468342,0.4717886
305,1185.545,368.0528,368.0528,368.0528,25,1,800,0.3493939,0.8514892
306,1189.273,368.0013,368.0013,368.0013,25,1,800,0.435634,0.9306086
307,1193.005,367.9497,367.9497,367.9497,25,1,800,0.4512455,0.7231748
308,1196.727,367.8982,367.8982,367.8982,25,1,800,0.4360672,0.4625047
309,1200.445,367.8467,367.8467,367.8467,25,1,800,0.4610516,0.653927
310,1204.181,367.7952,367.7952,367.7952,25,1,800,0.3941253,0.8932342
311,1207.883,367.7437,367.7437,367.7437,25,1,800,0.4298239,0.8874716
312,1211.667,367.6921,367.6921,367.6921,25,1,800,0.4308799,0.764448
313,1215.427,367.6406,367.6406,367.6406,25,1,800,0.3536923,0.9202513
314,1219.172,367.5891,367.5891,367.5891,25,1,800,0.3789131,0.9332193
315,1222.902,367.5376,367.5376,367.5376,25,1,800,0.3686984,0.8703062
316,1226.643,367.4861,367.4861,367.4861,25,1,800,0.4064296,0.5707821
317,1230.405,367.4346,367.4346,367.4346,25,1,800,0.3863402,0.6930988
318,1234.174,367.3831,367.3831,367.3831,25,1,800,0.3619008,0.7091205
319,1237.961,367.3317,367.3317,367.3317,25,1,800,0.4512379,0.7269102
320,1241.882,367.2802,367.2802,367.2802,25,1,800,0.453604,0.7998173
321,1245.677,367.2287,367.2287,367.2287,25,1,800,0.460004,1.101216
322,1249.499,367.1773,367.1773,367.1773,25,1,800,0.3781378,0.7369131
323,1253.22,367.1258,367.1258,367.1258,25,1,800,0.3897043,0.9406158
324,1257.022,367.0743,367.0743,367.0743,25,1,800,0.3909854,0.6606526
325,1260.832,367.0229,367.0229,367.0229,25,1,800,0.4226603,0.9025128
326,1264.573,366.9715,366.9715,366.9715,25,1,800,0.3984292,0.7774354
327,1268.372,366.92,366.92,366.92,25,1,800,0.3398547,0.7265497
328,1272.354,366.8686,366.8686,366.8686,25,1,800,0.4112199,0.8180559
329,1276.282,366.8171,366.8171,366.8171,25,1,800,0.3553933,0.8694257
330,1280.342,366.7657,366.7657,366.7657,25,1,800,0.3806916,0.7437486
331,1284.417,366.7143,366.7143,366.7143,25,1,800,0.4151853,0.7587777
332,1288.376,366.6629,366.6629,366.6629,25,1,800,0.3252318,0.6338949
333,1292.255,366.6115,366.6115,366.6115,25,1,800,0.4282219,0.9051448
334,1296.166,366.5601,366.5601,366.5601,25,1,800,0.3864894,0.4947282
335,1299.915,366.5087,366.5087,366.5087,25,1,800,0.4544712,0.7149013
336,1303.724,366.4573,366.4573,366.4573,25,1,800,0.4539112,0.4744778
337,1307.713,366.4059,366.4059,366.4059,25,1,800,0.4476992,0.8236855
338,1312.049,366.3545,366.3545,366.3545,25,1,800,0.3893651,0.7296249
339,1315.916,366.3031,366.3031,366.3031,25,1,800,0.3706219,0.6736672
340,1319.751,366.2517,366.2517,366.2517,25,1,800,0.3940781,0.7962865
341,1323.683,366.2003,366.2003,366.2003,25,1,800,0.4665795,0.6173193
342,1327.797,366.149,366.149,366.149,25,1,800,0.4056813,1.033321
