Step,TimeStamp,AvgEnergy,AverageEnergy_5th,AverageEnergy_95th,NoBoids,NoFoodSources,TotalFoodAvailable,Polarization,Expanse
183,698.5949,386.1197,386.1197,386.1197,25,1,800,0.3235501,0.8736286
184,702.6719,386.1312,386.1312,386.1312,25,1,800,0.4059981,0.4154817
185,706.7419,386.1426,386.1426,386.1426,25,1,800,0.3496095,0.7559623
186,710.9579,386.1541,386.1541,386.1541,25,1,800,0.4401673,0.9477165
187,714.9719,386.1656,386.1656,386.1656,25,1,800,0.3367266,0.3702897
188,719.0629,386.177,386.177,386.177,25,1,800,0.4790624,0.6433215
189,723.1,386.1885,386.1885,386.1885,25,1,800,0.4161103,0.6798565
190,727.219,386.2,386.2,386.2,25,1,800,0.4446866,0.9816064
191,731.364,386.2114,386.2114,386.2114,25,1,800,0.4401932,0.5879118
192,735.71,386.2229,386.2229,386.2229,25,1,800,0.4156704,1.011914
193,739.955,386.2344,386.2344,386.2344,25,1,800,0.3735707,0.8508198
194,744.2071,386.2458,386.2458,386.2458,25,1,800,0.4086626,0.6504332
195,748.2571,386.2573,386.2573,386.2573,25,1,800,0.4622758,0.6841531
196,752.3761,386.2687,386.2687,386.2687,25,1,800,0.3895575,0.9678818
197,756.4221,386.2802,386.2802,386.2802,25,1,800,0.4296489,0.6938354
198,760.5251,386.2917,386.2917,386.2917,25,1,800,0.4317195,0.8197641
199,764.5651,386.3031,386.3031,386.3031,25,1,800,0.4488942,0.7425588
200,768.7021,386.3145,386.3145,386.3145,25,1,800,0.3372396,0.8780152
201,772.8212,386.326,386.326,386.326,25,1,800,0.446324,0.7744707
202,776.8242,386.3375,386.3375,386.3375,25,1,800,0.4418573,0.5630987
203,780.8002,386.3489,386.3489,386.3489,25,1,800,0.4458791,0.8977805
204,784.8042,386.3604,386.3604,386.3604,25,1,800,0.3945426,0.3205064
205,788.8002,386.3718,386.3718,386.3718,25,1,800,0.4155737,0.9127844
206,792.7192,386.3832,386.3832,386.3832,25,1,800,0.3977268,0.6143746
207,796.6922,386.3947,386.3947,386.3947,25,1,800,0.458231,0.963741
208,800.7802,386.4061,386.4061,386.4061,25,1,800,0.4587104,0.7629708
209,804.7622,386.4176,386.4176,386.4176,25,1,800,0.4625038,0.8039929
210,808.7192,386.429,386.429,386.429,25,1,800,0.3319908,0.709734
211,812.6902,386.4405,386.4405,386.4405,25,1,800,0.2796926,0.519566
212,816.6032,386.4519,386.4519,386.4519,25,1,800,0.3690091,1.045512
213,820.5292,386.4633,386.4633,386.4633,25,1,800,0.3530359,0.7721692
214,824.4522,386.4748,386.4748,386.4748,25,1,800,0.2961079,1.041194
215,828.4572,386.4862,386.4862,386.4862,25,1,800,0.3110498,0.8627769
216,832.4882,386.4977,386.4977,386.4977,25,1,800,0.4291549,0.5609658
217,836.3853,386.5091,386.5091,386.5091,25,1,800,0.3704518,1.035939
